CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
4.4;1378;-200;20.2;1303;257;633;117;2051;1494;17.8;51.1;1.0362
2.5;1132;-200;13.4;1096;178;731;107;1808;1186;20;45;1.0379
2.1;1108;-200;11.7;1040;145;767;95;1748;1051;20.3;44.1;1.0392
2.4;1131;-200;13.4;1097;137;735;93;1797;1027;20.7;42.4;1.0248
2.2;1105;-200;12.9;1080;139;751;104;1758;981;20.8;40.6;0.9888
2.2;1120;-200;13.4;1096;130;753;102;1767;976;21.5;39.7;1.0042
2.3;1100;-200;13.7;1108;148;800;109;1731;932;25;30.1;0.9394
2.1;1098;-200;14.2;1124;120;810;97;1716;871;25.2;29.7;0.9371
2.5;1137;-200;17.8;1234;132;749;104;1824;990;23.4;32;0.91
3.6;1267;-200;22;1352;188;651;124;1961;1196;21;37.8;0.9298
4;1319;-200;24.4;1413;204;597;135;2050;1329;19.2;45.7;1.0084
3;1160;-200;16.3;1189;167;698;122;1824;1151;17.7;50.9;1.0232
2.1;1084;-200;12.4;1063;128;775;109;1703;1031;16.8;53.6;1.0167
1.7;1025;-200;9.6;963;106;842;95;1621;917;15.8;56.2;1.0033
1.1;953;-200;6.4;830;88;986;86;1521;860;16;56.5;1.0166
0.9;959;-200;6;812;77;961;78;1518;910;14.2;64.1;1.0346
0.4;834;-200;2.8;637;36;1187;53;1362;699;15;59.8;1.0142
0.2;787;-200;1.6;549;28;1366;43;1317;596;14.3;61.9;1.0031
0.2;799;-200;1.6;555;-200;1327;-200;1320;643;12.8;66;0.969
-200;807;-200;1.8;571;46;1305;53;1335;704;11.4;70.5;0.9484
0.6;866;-200;3.6;686;55;1135;48;1405;741;12;68;0.9547
1.4;1035;-200;8.4;917;135;882;64;1606;968;11.3;70.4;0.9443
4.6;1469;-200;27.5;1491;327;555;95;2301;1561;12.7;65.6;0.962
5.5;1553;-200;31;1575;383;508;120;2423;1779;14.5;59.8;0.9795
4.8;1513;-200;26;1455;366;554;153;2182;1822;17.5;49.8;0.9877
4.5;1395;-200;22.6;1368;322;605;163;2032;1675;21.9;35.2;0.9128
3;1209;-200;18.3;1248;188;712;119;1891;1295;23.5;29.5;0.8435
2.5;1142;-200;13.9;1115;144;776;96;1735;1091;24.3;29.8;0.8926
2.3;1140;-200;14.4;1129;132;765;94;1728;1023;23.8;31.7;0.9212
2;1105;-200;11.6;1035;117;826;86;1643;877;24.2;31.2;0.9257
1.9;1131;-200;12.2;1058;121;824;91;1664;931;26.5;27.2;0.9282
1.9;1162;-200;12.4;1064;124;832;97;1675;913;25.7;28.4;0.9248
3.5;1336;-200;21.1;1326;188;674;125;1923;1255;26.3;27.5;0.9306
4.6;1533;-200;29.9;1549;226;573;140;2233;1571;24.4;31.6;0.9545
6.3;1650;-200;34.3;1649;266;528;158;2345;1779;23.1;35.3;0.9845
5;1535;-200;26.1;1458;269;568;159;2120;1735;21.1;40.2;0.997
3.3;1382;-200;18.1;1243;183;632;128;1941;1511;19.2;52.3;1.1516
2.7;1335;-200;14.2;1122;167;673;114;1840;1424;18.1;58.7;1.2072
2.2;1267;-200;12.4;1064;138;706;100;1766;1348;17.3;58.8;1.1494
1.7;1122;-200;8.7;926;105;805;88;1619;1174;16.9;58.8;1.125
0.8;986;-200;5.2;771;54;964;67;1518;947;17.6;57.6;1.1484
0.8;966;-200;4.6;744;58;967;65;1511;935;15.6;63.9;1.1287
0.6;919;-200;3.1;661;-200;1089;-200;1468;838;14.9;65.7;1.1073
-200;872;-200;2.7;632;37;1132;47;1403;768;15.6;62.2;1.0961
0.8;967;-200;4.7;749;84;996;57;1517;881;14;68.3;1.0884
1.5;1152;-200;9.6;964;134;800;73;1705;1096;14.5;65.7;1.0804
4.1;1500;-200;23.6;1393;279;560;95;2163;1495;15.5;62.2;1.0875
5.9;1754;-200;37.4;1716;333;452;110;2667;1895;17;56.8;1.0909
5.1;1558;-200;26.6;1469;336;525;121;2281;1758;18.8;52.4;1.1285
3.9;1446;-200;22;1350;280;568;108;2140;1630;19.7;51.9;1.1796
3.4;1349;-200;17.9;1236;275;627;125;1964;1530;20.9;44.6;1.0872
3.3;1452;-200;22.7;1371;207;576;117;2138;1622;21.9;43.3;1.1265
5.1;1676;-200;29.3;1534;305;496;131;2413;1828;20.4;55.7;1.3205
3.1;1327;-200;14.7;1139;236;658;126;1894;1323;17.4;67;1.325
2.5;1248;-200;12.6;1072;183;713;114;1797;1188;17.1;64;1.2413
2.4;1250;-200;12.7;1074;162;724;123;1806;1166;17.3;61.1;1.1957
2.8;1222;-200;13;1084;157;727;116;1797;1108;17.7;56.3;1.13
2.9;1159;-200;13.4;1097;136;748;107;1709;995;17.4;48.6;0.9559
3.4;1192;-200;14.8;1143;166;740;123;1767;1108;17.6;43.7;0.8698
2.2;1074;-200;9.4;954;136;846;112;1570;956;16.7;47.2;0.892
1.6;984;-200;6.9;851;112;959;101;1452;817;16.8;45.6;0.8636
1.3;970;-200;5.2;773;87;1026;91;1425;658;16.1;52;0.946
1.3;987;-200;5.7;800;86;989;88;1462;658;15.5;57.1;0.996
1.6;1003;-200;6.5;836;98;949;96;1455;748;16.2;50.2;0.9156
1.2;933;-200;4.7;747;62;1045;75;1405;569;16.4;50.5;0.938
0.6;859;-200;2.5;620;32;1201;47;1316;445;16.2;52.8;0.9626
0.4;815;-200;1.4;538;-200;1412;-200;1272;379;16;53.7;0.9723
-200;792;-200;1;501;21;1554;25;1252;354;16.2;53;0.9672
0.4;835;-200;1.7;560;41;1409;49;1317;407;16.2;53.7;0.9799
1;975;-200;4.5;736;86;1069;85;1459;611;15.9;55.3;0.991
2;1133;-200;9.4;957;174;815;106;1652;944;16.2;55.6;1.0151
3.6;1347;-200;17.9;1237;264;645;136;1984;1328;16;59.3;1.0711
2.4;1122;-200;10.6;1000;211;783;119;1663;1085;16.6;55.6;1.042
2.4;1152;-200;11;1014;208;774;122;1714;1139;17.4;51.8;1.022
1.6;1020;-200;7.2;866;139;907;90;1554;799;17.6;49.7;0.9944
1.9;1066;-200;8.7;927;138;846;97;1608;804;17.2;52.8;1.0236
2.4;1105;-200;11.1;1016;142;789;98;1736;930;18.2;49.6;1.0268
1.7;1056;-200;7.9;894;131;891;93;1576;771;19.5;45;1.0114
2.1;1084;-200;9.8;970;132;818;98;1626;845;19.5;45.5;1.0189
3.1;1288;-200;16.4;1191;178;691;123;1910;1192;19.8;44.3;1.0104
4.6;1390;-200;22.6;1368;228;605;148;2092;1494;20.3;43.1;1.0114
4.5;1374;-200;20.2;1303;232;636;148;2036;1457;20.3;44.4;1.0457
3.9;1378;-200;21.7;1342;204;612;133;2076;1489;19.8;47.9;1.092
4.6;1428;-200;21.2;1329;250;594;141;2102;1602;19.1;52.3;1.1486
3.3;1336;-200;15.9;1176;208;656;131;1891;1468;18.2;54.7;1.1336
2.7;1234;-200;12;1049;158;746;121;1733;1274;17.8;55;1.1097
3.3;1300;-200;17.4;1221;197;648;123;1946;1401;17.5;56.4;1.1175
2.5;1246;-200;15;1150;152;654;107;1873;1354;17.3;57.8;1.1298
2.1;1141;-200;11.1;1017;112;740;104;1690;1188;16.8;57.5;1.0912
1.3;1014;-200;6.9;853;75;883;91;1538;975;16.3;57;1.0484
1;938;-200;5.1;769;-200;978;-200;1463;816;16.2;56.3;1.0262
-200;988;-200;6.1;814;74;908;87;1512;921;15.5;59.9;1.0498
1.2;983;-200;6.5;833;116;894;102;1524;1012;16;58.3;1.0481
1.5;1033;-200;8.4;917;118;882;95;1617;905;17.2;52.3;1.0169
3.7;1388;-200;22.8;1372;272;601;140;2105;1449;18.5;49.4;1.0397
-200;1512;-200;29.1;1530;-200;527;-200;2326;1725;20;45.6;1.0524
3.3;1148;-200;13.6;1104;258;723;138;1713;1301;21;37.9;0.9313
2.5;1095;-200;11.1;1019;186;815;113;1618;1181;22.8;32.4;0.887
1.9;987;-200;10;979;130;923;101;1515;962;25.5;25.6;0.8218
2;984;-200;10.5;998;134;905;97;1523;862;25.9;23.6;0.7771
2.5;1072;-200;13;1084;148;843;114;1622;1017;27.7;20.8;0.7599
2.1;1048;-200;12.5;1068;147;869;110;1573;993;27.1;21.6;0.7618
2.1;1042;-200;11.4;1029;123;907;103;1540;879;28.4;20.2;0.7697
2.3;1113;-200;13.1;1086;138;882;119;1584;926;28.1;21.9;0.8184
3;1146;-200;14.9;1145;162;836;126;1647;1011;27.6;22.3;0.8116
4.1;1239;-200;19.1;1272;214;748;144;1790;1380;25.2;24.3;0.7671
4.5;1302;-200;21.8;1346;230;706;164;1880;1698;24.6;25.1;0.7636
3.5;1181;-200;16.1;1183;191;792;148;1711;1432;23.1;27.2;0.7575
2.1;1068;-200;11.6;1037;128;869;119;1567;1217;22;28.6;0.7483
2.3;1135;-200;12.4;1065;138;803;111;1630;1317;20.8;34.5;0.8365
1.9;1121;-200;10.4;992;126;844;115;1505;1255;20.4;35.3;0.8352
1.9;1131;-200;9.7;965;107;843;103;1520;1223;19.1;38.3;0.8381
1.2;947;-200;5.7;798;67;964;81;1395;930;18;40.5;0.8271
1;935;-200;5.4;786;55;964;71;1389;954;17.4;43.4;0.8553
1.1;941;-200;5.6;792;-200;975;-200;1397;889;14.8;50.6;0.8489
-200;867;-200;4.4;734;48;1043;58;1324;808;14.6;51.4;0.8489
0.5;839;-200;2.8;638;33;1171;44;1271;643;15.7;46.9;0.8329
0.6;873;-200;3.9;704;41;1091;49;1322;756;15.3;49.7;0.8552
1.4;1065;-200;9.1;942;106;890;68;1576;1067;16;47.4;0.8564
2.6;1187;-200;13.6;1104;208;727;108;1721;1391;17.6;43.3;0.8647
2.8;1249;-200;15.8;1174;193;712;117;1774;1486;20.3;37.4;0.8807
2.6;1157;-200;12.7;1072;191;802;127;1653;1327;23.1;30.3;0.8425
1.6;988;-200;8.6;924;113;1015;93;1463;835;25;24.2;0.7568
1.7;1025;-200;9.4;955;111;997;94;1457;834;25.6;23.5;0.7611
1.7;997;-200;9.2;947;106;998;87;1460;815;25.5;22.6;0.7288
1.3;916;-200;6.4;829;82;1124;75;1333;621;26.1;21.1;0.7023
1.4;965;-200;8.3;910;79;1056;81;1389;643;28.2;19.4;0.7303
1.4;985;-200;8.1;903;90;1059;86;1437;712;27.4;20.5;0.7379
1.7;1026;-200;8.5;920;104;1037;97;1455;746;26;22.7;0.7532
2.3;1125;-200;11;1016;148;910;117;1564;991;23.8;27.1;0.7858
2.5;1159;-200;12.1;1054;158;878;120;1603;1046;23;28.7;0.7976
3.3;1284;-200;15;1149;234;780;149;1725;1304;21.7;31.8;0.8191
2.2;1101;-200;10.2;986;163;852;124;1574;1100;20.9;33.2;0.8098
1.6;1101;-200;9.9;972;95;879;97;1552;1001;20.2;34.3;0.8017
2.6;1183;-200;12;1049;146;762;112;1594;1290;19.6;37;0.8325
2.3;1132;-200;10.5;996;102;822;95;1564;1205;18.1;40.9;0.8441
1.5;998;-200;7.1;859;90;919;88;1450;1045;17;43.3;0.8341
0.9;911;-200;4.6;743;41;1052;54;1370;739;16.7;43.4;0.8193
0.8;875;-200;4.2;721;-200;1083;-200;1328;683;15.9;44.7;0.8009
-200;808;-200;2.6;630;30;1234;43;1256;573;15.2;45.5;0.783
0.4;792;-200;2.2;599;32;1262;45;1235;564;13.5;50.1;0.7706
0.4;822;-200;2;581;34;1326;47;1256;602;14.2;49.9;0.8025
0.8;918;-200;4.2;721;57;1069;58;1353;785;13.8;51.4;0.8059
0.9;975;-200;5.2;774;73;1001;69;1393;878;16.3;45.1;0.8286
1.6;1047;-200;8.2;908;119;913;89;1458;981;19.2;35.4;0.7812
2;1053;-200;9.8;970;138;930;105;1473;991;25.5;21.1;0.677
1.6;1017;-200;7.9;897;96;1013;92;1400;780;28.2;19;0.7164
1.4;1021;-200;7.7;889;80;1022;82;1405;684;29.5;19.8;0.8013
0.9;941;-200;4.8;753;45;1173;56;1311;468;30.6;19.4;0.8348
0.9;991;-200;5.3;776;45;1122;60;1375;468;29.9;22;0.9181
1.2;1117;-200;7.1;862;54;995;64;1476;530;31.5;21.9;0.997
1.4;1217;-200;9.2;947;66;887;85;1566;648;31.2;24.6;1.0987
1.9;1248;-200;10.1;982;95;880;107;1617;746;30.4;26.5;1.1347
1.8;1242;-200;9.9;973;99;856;106;1632;819;26.8;33.5;1.1602
2.7;1403;-200;15.1;1151;147;747;125;1820;1125;25.5;37.4;1.1995
2.4;1238;-200;10.6;999;129;833;118;1648;1013;23.7;39.4;1.1381
1.6;1093;-200;7;858;96;975;95;1495;816;22.9;37;1.0197
1.4;1034;-200;5.9;805;92;1030;97;1416;750;20.8;36.3;0.8775
1.4;934;-200;5.6;795;88;1098;93;1328;673;20.3;28.5;0.6686
1.4;913;-200;5.4;785;89;1110;85;1273;692;19.6;26.5;0.5974
0.9;835;-200;3.7;691;52;1265;67;1182;517;19.1;25.9;0.5673
0.5;773;-200;1.8;568;25;1474;37;1113;392;18.4;27.6;0.5799
0.4;771;-200;1.4;533;-200;1566;-200;1110;360;17.4;30.2;0.5945
-200;805;-200;1.4;534;28;1454;40;1112;409;16.3;34.1;0.6257
0.5;930;-200;3.5;684;65;1059;75;1220;779;15.8;36.5;0.6535
1.3;1009;-200;7;859;132;944;102;1420;1016;16;38.1;0.6879
2.6;1196;-200;14.4;1131;216;775;113;1675;1243;17.6;35;0.6965
2;1010;-200;8.9;937;180;945;142;1444;949;18.5;31.2;0.6611
1.8;990;-200;8.6;924;140;974;90;1404;861;19.8;28.5;0.652
1.7;988;-200;8.5;918;141;1007;94;1393;850;22.3;24.1;0.6394
1.5;979;-200;8.3;910;123;1028;92;1396;788;24.2;21.7;0.6451
1.9;1029;-200;10.1;983;129;950;97;1470;879;25.1;20.8;0.6516
1.7;984;-200;9.1;945;115;990;88;1423;747;25.8;19.5;0.6392
1.5;985;-200;8.5;919;104;1028;86;1387;700;26.3;18.9;0.6344
1.7;981;-200;7.7;886;129;1054;99;1363;695;25.8;18.6;0.608
1.7;1020;-200;9;941;138;1016;95;1425;756;25.7;19.4;0.6304
2.4;1106;-200;13.4;1097;135;902;105;1552;941;26.7;17.1;0.5909
3.1;1153;-200;15.6;1168;163;842;121;1644;1021;24.3;19.8;0.5933
3.4;1215;-200;17.8;1234;180;796;125;1735;1167;23.5;20.8;0.5937
3;1094;-200;12.7;1072;170;888;122;1545;1105;22;24;0.6263
1.2;944;-200;6.4;832;72;1072;81;1350;712;21.1;26.2;0.6481
1.2;964;-200;7.1;861;69;1014;73;1398;735;20.9;28.8;0.7014
1.3;1003;-200;7.4;872;79;988;80;1439;851;20.2;31.2;0.7304
1;914;-200;5.2;774;53;1091;65;1323;706;20;31.5;0.7262
0.4;839;-200;2.4;609;36;1276;59;1286;643;20.8;32.3;0.7813
0.3;830;-200;2;582;30;1310;50;1264;608;20;34.5;0.7954
0.2;812;-200;1.2;521;-200;1413;-200;1233;469;21.2;32.9;0.8178
-200;832;-200;1.5;547;15;1320;23;1254;469;18.3;40;0.8345
0.5;903;-200;3.1;656;38;1155;37;1361;618;17;44.6;0.8593
0.9;1022;-200;6.3;825;68;931;54;1487;931;17.1;45.3;0.8784
2.7;1378;-200;19.3;1277;192;628;94;1970;1519;17.1;46.5;0.901
6.5;1745;-200;38.9;1748;346;484;139;2605;2054;18.8;39.7;0.8547
3.2;1326;-200;14.6;1137;225;719;115;1760;1550;20.3;38.1;0.8946
2.4;1215;-200;12.3;1062;199;794;119;1650;1381;25.3;27;0.8565
1.9;1138;-200;11;1015;140;854;103;1604;1115;27.4;22.8;0.8219
2.7;1244;-200;15.4;1162;162;765;123;1735;1189;30;20;0.8338
2.9;1261;-200;17;1210;173;736;126;1769;1200;30.9;19.1;0.8394
2;1182;-200;12.5;1066;121;818;106;1663;965;30.6;20.2;0.8719
2.3;1208;-200;13.8;1111;133;783;127;1653;1018;32.2;18.9;0.8964
1.9;1158;-200;10.1;981;96;862;105;1573;775;31.7;19.5;0.8981
3;1346;-200;19.3;1278;141;701;130;1873;1193;30.9;20.5;0.8996
4.4;1443;-200;22.7;1371;221;664;160;1988;1425;27.5;24.7;0.8899
4.7;1440;-200;25.5;1443;232;635;162;2068;1594;25.8;27;0.8821
3.4;1232;-200;15.8;1173;174;751;135;1750;1284;23.7;30;0.8633
2.4;1159;-200;12.3;1061;138;812;122;1648;1174;22.2;33.4;0.8806
1.2;1081;-200;8.7;929;65;910;75;1518;937;21.1;36.5;0.9019
1.7;1083;-200;8.3;911;107;883;96;1507;985;20.2;38.6;0.9016
1.2;1069;-200;7.7;887;70;859;84;1542;1041;19.3;43;0.9535
0.7;940;-200;4.2;724;44;1012;68;1407;867;19.2;43.6;0.9591
0.5;901;-200;3;653;41;1094;65;1367;822;18.4;45.7;0.9599
0.3;848;-200;1.8;571;-200;1224;-200;1297;624;18.7;44.3;0.9453
-200;846;-200;2.2;598;33;1211;52;1332;669;16.3;51.4;0.9468
0.3;848;-200;2.2;598;32;1219;46;1318;628;17;49.2;0.9459
0.7;980;-200;5.7;800;46;983;54;1462;810;16.4;52.1;0.9612
3.1;1408;-200;20.9;1321;173;618;94;2044;1495;16.4;53.4;0.9863
6.2;1716;-200;36.7;1701;320;490;155;2545;2018;18.6;46.8;0.99
4.6;1475;-200;22;1351;294;625;165;2006;1696;21;41.1;1.0104
2.6;1262;-200;13.4;1096;182;772;134;1711;1340;26.4;28.9;0.9785
2.1;1156;-200;11.5;1034;154;813;122;1640;1123;27.7;26.3;0.9652
2;1192;-200;13.4;1097;118;796;113;1688;971;30.1;22.1;0.9281
2.2;1233;-200;15.2;1154;116;746;115;1740;1000;31;22.9;1.0144
2.1;1208;-200;13;1083;121;792;118;1702;891;31;22.6;1.0012
2.3;1215;-200;14;1116;116;784;125;1715;852;31.6;21;0.959
2.5;1251;-200;15.5;1165;144;747;135;1774;975;30.4;24.7;1.0526
3.4;1358;-200;19.3;1278;176;689;149;1899;1192;28.8;26.3;1.0271
4.3;1379;-200;21.9;1349;214;645;162;1961;1373;26.4;30.1;1.0204
3.8;1379;-200;21.1;1326;191;659;151;1961;1307;24.7;31.5;0.9672
3.8;1373;-200;18.4;1252;205;670;154;1889;1325;22.9;36.5;1.0083
2;1197;-200;9.3;950;110;823;118;1592;918;20.8;41.8;1.0155
1.7;1238;-200;9;940;95;815;103;1622;877;19.7;47.1;1.0666
2;1255;-200;9.6;963;126;781;122;1665;1024;18.9;52.2;1.1313
1.5;1164;-200;8.2;908;90;821;102;1574;1019;18.5;50.1;1.0539
0.8;1046;-200;5.8;803;48;900;73;1490;823;18;53;1.0832
0.5;956;-200;3.1;661;38;1043;59;1398;701;18.4;51.7;1.0819
0.3;885;-200;1.7;565;-200;1217;-200;1329;542;19.8;46.2;1.056
-200;877;-200;1.6;549;14;1265;26;1317;463;19.6;47.7;1.0736
0.3;925;-200;2.3;609;26;1168;35;1363;533;17.3;54.1;1.0582
0.9;1086;-200;6.6;837;83;885;68;1553;906;15.8;59;1.0495
2.8;1490;-200;19.6;1286;188;593;97;2053;1447;16.6;55.9;1.0486
5.4;1763;-200;32.9;1617;253;489;146;2503;1835;18.7;52.8;1.1279
4;1462;-200;18.1;1242;149;637;83;1961;1552;20.7;46.4;1.1227
2.2;1232;-200;12.4;1062;155;787;117;1707;1092;26.1;30;0.9972
2.2;1239;-200;12.5;1067;146;779;117;1702;1071;28.6;25.8;0.9989
2;1218;-200;12;1051;121;796;108;1689;881;30.3;23.3;0.9869
2;1235;-200;13.3;1094;111;756;107;1729;907;31.3;22.3;1.0043
1.9;1196;-200;12.3;1061;116;791;120;1649;899;31.1;22.3;0.9888
2.7;1288;-200;16;1179;167;717;150;1799;1074;32.4;20.4;0.9732
2.2;1248;-200;13.7;1108;145;772;138;1701;969;32.6;19.3;0.935
3.5;1401;-200;21.7;1342;192;663;148;1959;1267;31.2;20.3;0.9064
4.1;1401;-200;23.7;1396;231;645;168;2009;1402;27.7;24.8;0.9106
4.4;1444;-200;22.1;1354;248;655;172;1956;1437;25.7;27.9;0.908
4.5;1379;-200;20.6;1312;267;683;179;1870;1382;24.1;29.9;0.8879
2.9;1251;-200;13.4;1097;181;771;143;1680;1280;22.2;34.4;0.9072
2.6;1269;-200;12.8;1077;163;773;137;1706;1250;20.7;38;0.9149
2.1;1242;-200;12.3;1060;141;745;117;1693;1359;20.2;42.8;0.9983
1.2;1045;-200;6.8;850;78;889;93;1506;1102;20.5;42;1.0004
0.6;937;-200;3.8;698;42;1039;64;1382;768;20.1;42;0.9763
0.3;875;-200;2.5;622;35;1167;58;1331;656;20;41.5;0.9571
0.3;889;-200;2.7;633;-200;1123;-200;1344;683;16.3;51.6;0.9461
-200;888;-200;2.8;640;33;1089;47;1330;670;16.5;50.2;0.932
0.3;881;-200;2.6;624;38;1135;47;1319;656;16.4;50.2;0.931
0.7;998;-200;7;856;65;894;62;1488;926;14.9;54.7;0.9203
4.2;1517;-200;26.2;1460;296;551;113;2205;1677;16.4;51.3;0.9474
4.8;1522;-200;28.2;1509;303;543;126;2275;1828;18.2;46.2;0.9575
3.4;1417;-200;20.2;1303;244;635;139;1964;1752;20.7;40;0.9639
2.8;1329;-200;17.1;1214;216;700;148;1845;1581;26.5;27;0.9217
1.8;1203;-200;11.2;1023;137;825;117;1622;1132;28.5;23.8;0.915
1.9;1234;-200;11.6;1037;120;788;106;1658;1037;29.7;23.7;0.9714
2;1286;-200;13.2;1090;100;750;98;1719;1023;31.7;21.7;0.9966
1.9;1298;-200;12.7;1075;103;749;98;1690;1022;31.7;21.5;0.9902
2;1308;-200;13;1084;123;757;110;1724;989;32.8;19.5;0.9515
2.3;1276;-200;13.5;1099;136;783;114;1680;925;32.5;18.6;0.8948
2.7;1234;-200;10.2;985;158;815;122;1572;795;30.2;22.6;0.9524
3.6;1419;-200;20.1;1300;216;670;155;1923;1263;27.6;25.7;0.9382
3.8;1325;-200;19.1;1273;211;716;145;1815;1184;25.9;24.9;0.8195
3.5;1346;-200;17.5;1224;202;715;146;1794;1272;23.9;29.4;0.8589
2.5;1241;-200;13.8;1110;147;772;130;1698;1177;22.3;32.1;0.8515
2.5;1274;-200;13.3;1094;160;771;126;1682;1231;20.5;35.9;0.8565
3;1321;-200;14.8;1144;162;732;127;1745;1243;19.8;37.2;0.8509
3.7;1424;-200;18;1240;194;662;126;1841;1427;19.1;41.9;0.9158
3.3;1357;-200;16;1178;167;674;124;1782;1454;17.8;46.1;0.9344
1.5;1123;-200;9.7;966;91;770;93;1594;1183;17.6;47.6;0.9465
0.7;1003;-200;6.2;820;-200;902;-200;1455;908;17.9;46.3;0.9394
-200;951;-200;4;713;42;994;58;1385;821;16.9;49.8;0.9544
0.5;941;-200;3.6;687;50;1024;59;1374;777;15.8;53.8;0.9615
0.5;986;-200;4.6;745;61;959;66;1426;888;16.5;53.5;0.9928
1.2;1153;-200;9.2;947;107;795;80;1643;1076;17.2;52.9;1.0276
2.2;1323;-200;14.6;1137;139;696;94;1846;1285;19.3;48.3;1.0723
2.2;1315;-200;11.7;1040;165;743;102;1740;1315;20.6;47.1;1.1287
2.1;1303;-200;11;1015;139;777;96;1731;1250;23.7;40;1.153
1.8;1238;-200;11.6;1037;113;813;91;1698;978;25.6;32.5;1.053
2.2;1259;-200;12.9;1080;138;772;104;1736;1072;27.2;28.1;0.9989
2;1246;-200;12.6;1070;104;770;84;1747;1064;27.9;28.1;1.0394
1.4;1154;-200;8.3;912;78;872;76;1605;825;28.3;27.8;1.0539
1.8;1237;-200;10.5;997;97;800;87;1688;924;29.2;27;1.081
2.1;1315;-200;11.7;1041;115;773;101;1767;966;28.9;29.3;1.1503
2.8;1466;-200;15.8;1174;152;680;115;1965;1302;25.4;39.8;1.2771
2.8;1409;-200;13.9;1113;157;710;110;1850;1256;25.2;40.1;1.2642
2.7;1366;-200;15.7;1171;132;693;103;1933;1068;24.5;39.4;1.1963
1.8;1241;-200;10.9;1011;98;781;90;1748;1070;22.3;45.4;1.2088
1.2;1123;-200;6.4;832;65;930;68;1565;792;21.2;48.3;1.2034
2.6;1321;-200;12.7;1075;101;757;85;1891;1017;20.6;50.5;1.2082
3.1;1397;-200;15.3;1159;134;681;100;1949;1207;20.2;52.9;1.234
4.1;1507;-200;20.5;1311;177;608;114;2107;1499;19.8;54.5;1.2488
3.6;1405;-200;15.9;1177;179;660;108;1931;1474;19.5;56.2;1.2624
1.9;1192;-200;10.4;994;105;759;78;1780;1163;19;58;1.2581
1.9;1199;-200;12.6;1070;-200;671;-200;1873;1189;18.1;61.6;1.2679
-200;973;-200;4.9;761;49;954;55;1501;815;18;57.6;1.1788
0.3;864;-200;2.1;591;27;1247;37;1374;507;17.7;56;1.1215
0.4;886;-200;2.2;598;41;1257;53;1374;506;17.9;52.4;1.0655
0.8;988;-200;4;713;78;1092;79;1455;716;18.9;49.3;1.0668
0.8;1008;-200;4.3;729;68;1034;65;1490;795;20;48.6;1.1199
0.8;976;-200;3.8;698;64;1156;64;1393;594;20.6;41.2;0.9841
0.8;978;-200;4.1;718;67;1137;66;1392;565;23.6;34;0.9749
0.9;987;-200;4.5;740;54;1105;53;1407;523;26.7;28.1;0.9688
1.2;1030;-200;5.3;778;67;1071;69;1452;591;26.8;28.1;0.9785
1;955;-200;4.2;723;51;1129;57;1393;559;27.7;25.8;0.9467
0.8;924;-200;3.3;673;28;1247;36;1346;430;28.8;22.7;0.8864
1.1;1005;-200;4.9;758;51;1091;57;1434;522;26.8;27.3;0.9462
1.5;1059;-200;6.1;816;77;1023;73;1468;641;25.9;28.7;0.9423
1.5;1079;-200;6.9;851;93;991;81;1490;738;25.8;27.7;0.9076
1.4;1070;-200;6.8;850;94;997;91;1502;778;24.8;29.5;0.9077
1.1;1085;-200;5.8;805;69;972;65;1528;718;25.3;36.3;1.1513
0.9;1066;-200;5.5;787;57;986;56;1552;689;23.9;40.4;1.1787
1;1094;-200;6.1;815;74;934;69;1563;852;21.4;46.6;1.1764
1.1;1110;-200;6;814;75;948;73;1571;854;20.5;49.3;1.173
1;968;-200;4.2;719;73;1081;76;1388;664;19.2;42.3;0.9339
0.7;906;-200;4.1;714;56;1163;67;1351;544;19.2;37.9;0.8352
0.5;849;-200;2.4;615;31;1285;44;1276;461;17.2;43.1;0.8394
0.2;774;-200;1;500;13;1536;21;1169;352;15.8;45.2;0.8052
-200;746;-200;0.6;450;-200;1807;-200;1111;308;15.7;42.3;0.7464
-200;753;-200;0.5;437;14;1904;19;1110;301;16.3;41;0.7513
0.1;749;-200;0.7;466;23;1803;29;1089;307;16.1;36.5;0.664
0.5;864;-200;2.8;642;72;1288;69;1255;441;16.5;36.2;0.6752
1.6;1002;-200;7.8;893;165;1010;111;1394;775;17.5;30.9;0.6111
2;970;-200;9.7;966;118;944;81;1379;907;18.4;24;0.5046
1.3;898;-200;6.9;853;85;1066;56;1271;763;19.2;23.8;0.5235
1;847;-200;5.8;800;116;1155;90;1179;649;21.7;18.1;0.4642
0.9;847;-200;5.5;788;112;1203;85;1162;598;22.3;17;0.4513
1.2;871;-200;6.8;848;100;1139;83;1208;579;22.8;16.1;0.4404
1.3;869;-200;7.2;866;109;1107;85;1212;596;23.8;14.5;0.4222
1.1;875;-200;6.9;854;111;1160;85;1200;595;25.1;13.1;0.4129
1.2;895;-200;7.5;878;109;1122;81;1238;607;25.8;12.9;0.4219
1.4;926;-200;7.7;885;114;1101;92;1259;662;25.5;14;0.4495
2;996;-200;12;1048;139;959;108;1397;822;24.5;15.4;0.4663
2.4;997;-200;13.5;1100;157;896;106;1392;987;22.6;17.2;0.4656
2.1;1006;-200;12;1048;147;925;114;1416;966;21.2;18.9;0.471
1.2;895;-200;6.7;845;102;1072;96;1241;763;19.1;22.8;0.501
